timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1516786564789643,4,9,2,-3,-1,0,1,2
1516786564789643,-6,-7,-8,16,5,0,0,-6
1516786564813661,-5,-8,-19,-4,1,0,-2,-2
1516786564813661,2,-6,-33,-15,-9,-6,-1,-2
1516786564813661,-3,12,39,42,5,3,-1,2
1516786564813661,2,-5,22,27,6,-3,-1,-1
1516786564826644,-2,-4,-17,-8,-3,-4,-5,-3
1516786564826644,2,6,-10,-42,-3,2,3,1
1516786564833759,0,-1,22,56,-1,1,-2,0
1516786564833759,-13,-6,-13,-5,2,4,0,-4
1516786564849702,-1,-9,-21,19,3,4,4,-1
1516786564849702,6,19,21,-13,5,6,2,1
1516786564850660,-8,-34,-68,-38,-13,-14,-4,-4
1516786564850660,5,-6,-27,-36,-9,-10,-6,-2
1516786564864707,-2,-9,-36,-23,0,-3,-4,-6
1516786564864707,-4,-5,-23,-5,1,1,-1,-1
1516786564871750,-4,4,-13,-30,-2,3,0,-1
1516786564871750,0,2,7,42,6,-1,-3,1
1516786564885897,5,3,9,-25,-2,0,2,3
1516786564885897,-2,1,20,9,-4,-10,-6,-3
1516786564893920,2,7,11,1,6,4,1,1
1516786564893920,0,-14,-30,-27,-2,2,3,-4
1516786564908839,-3,15,30,64,5,-4,-6,-4
1516786564908839,-16,-8,12,18,7,9,3,-4
1516786564915864,-4,2,-20,-43,1,-3,-1,0
1516786564915864,2,9,37,-15,-15,-7,-4,-1
1516786564924871,5,-11,31,1,-4,-4,-4,2
1516786564924871,3,-4,-6,22,-3,-2,-5,-27
1516786564930874,0,-8,-17,-6,4,9,9,9
1516786564930874,-4,6,-18,-7,-10,-11,-3,44
1516786564945912,3,12,6,0,-5,-8,-4,-9
1516786564945912,-17,-18,-7,-13,7,6,-5,-23
1516786564953933,-10,0,10,-17,-9,-6,-6,-34
1516786564953933,-12,16,73,55,9,10,6,-5
1516786564968975,28,-43,-63,-29,10,11,2,10
1516786564968975,-34,-5,-25,-48,-22,-23,2,34
1516786564975993,40,13,10,18,5,-7,-9,-25
1516786564975993,28,3,-6,-29,-4,17,18,4
1516786564985018,-77,-1,22,50,5,-33,-37,3
1516786564985018,27,-17,-19,-13,-11,14,-43,-105
1516786564991032,30,5,2,-29,2,32,0,86
